evaluation,label
新生品牌质量服务售后有待考验，希望不要太差，冲着价格来的才买。客服服务太垃圾，根本解决不了实质性的问题。唯一缺点就是机身太厚了。,负面
音质很好，就是有点厚，如果能再薄一点那就完美了,负面
硬件配置高，u盘安装软件简单，喇叭音效好，桌面菜单排列老少皆宜，唯一不足就是电视有点厚。,负面
这个电视什么都好，就是开机超级慢，清晰度还可以，此机整体较厚，慎重购买！,负面
这个最重要的显示屏不很好，是京东方的，没仔细看，大意了！！！去年50寸的还可以。缺点： 1、图像不是很清晰； 2、音箱系统音质太差； 3、播放影片时不时有卡顿。 4、商家说的纤薄机身仅仅只是一条边框，电视机根本不纤薄！ 别的目前还行。,负面
正常使用，就是厚度有点厚,负面
之前买过一台微鲸55t2的电视，画面音质真的都很不错，但是这个49D和55T2比确实差远了，55t2的音质真的没话说，超薄+环绕声＋重低音。49D的电视并不是真的薄款，后面突出一半来，音质也很一般。中间有些小插曲弄得有些不愉快。希望质量过关。,负面
微鲸电视性价比很高，物美价廉，但是32的没有开关不太好，支持微鲸,负面
也就是音响好点 其他完犊子 外观难看 送的会员跟没送一样 照样花钱看 不推荐买 价格真的不便宜 曲面根本看不出来 很近才能看出来 **玩意,负面
这个总开关在电视机的右下角，不能用遥控器关，这点不是很好。语音点播功能试了下还不错，挺精准。看户外节目是感觉画质不是很清晰，颜色有点艳，其他暂时还没发现什么，价格很便宜，希望质量能有保证,负面
别信参数，根本不相符。描述是IPS硬屏，结果打开电视设置显示为A+屏。反映客服也没回复。物流更差。不到100公里的配送距离，三天送到。物流车没标志，送货员不着工装，显示物流公司管理太差。,负面
画质还可以 但是语音功能根本不能用 忽悠人 打400微鲸客服 派人过来也是回复出厂设置而已 失灵时不灵 我主要看语音控制才买的 没想到只是个噱头而已 很不满意 给差评只是对语音来说 其他的都满意 没有坏点 另外电视功耗高 发热量很大 不要相信视屏秀 骗人的,负面
期待已久的电视终于收到了，快递挺准时的，安装的时候遇见几个邻居问我***买的，我说三千元，他们都表示太超值了，效果不错，具体见图，屏幕色彩挺喜欢的，新家还没有接宽带，但还是着急测试电视，用手机热点看了几个视频，图片，远程安装了当贝，折腾到半夜，比较满意，由于没有memc，买之前特别担心看篮球比赛时的拖影，特意看了看了比赛，拖影属于正常范围，绝对比想象的好，完全能接受，4k视频由于心疼流量，还未测试，屏幕漏光正常，再贵两千的电视也一样要漏光，自带音响没听，直接接上了自己的惠威，反正以后会一直接惠威，所以也就没必要听电视自带的了，运行速度还行，不算强劲，但够用，运行女儿的巴拉巴拉小魔仙游戏时有卡顿，估计a73处理器的机子会秒开，做工也还行，金属背板，塑料边框，有物理开关键，红外遥控也很好用，相信蓝牙遥控会更好，标配底座但我是挂装，可惜了底座了，挂装169元带挂架个人觉得小贵，总的来说没有大的惊喜，但一个字：绝对值！唯一的希望就是用的住，别像网上说的一年后电源板就烧！,负面
微鲸电视还是很不错的，6·18后一天买的，价格挺优惠一千七百一十六，一年会员，没有语音遥控器。屏幕挺好的，画面显示清晰，色彩很舒服，不过浓郁也不泛白。会员内容挺丰富的，想看的内容都有且都能正常播放，比如吐槽大会、中国新歌声都有。不过也有不足，比如处理器一般，GPU也一般，有些电视画面会有拖影，内存组合1GB+8GB，有点过时了，可能是内存小的原因系统偶尔会有卡顿。不过这个价格有这样的电视，我挺满意的，希望微鲸电视继续加油,负面
电视轻薄，安装很容易，40几寸看起来画面也不小，遥控器逻辑清晰，有实体电源键，音响有杜比认证，比较好。老人使用有一点不方便，这个电视没有分量输入接口，对有一些中端机顶盒没有hdmi输出的支持不好，只能看最模糊的av输入，开机输入源每次都要调，网上查有办法解决，但是对老人不需要互联网功能的用场不大，设置会繁琐。,负面
看起来还不错，接口少点，没VGA口,负面
首先价格便宜，几乎是商城能找到最便宜的互联网电视了，而配置却不低。送货快，快递员帮着开箱检查，没找到什么毛病，屏幕色彩亮丽无坏点。再说缺点：有了电脑的性能就有了电脑的毛病，开机慢（15秒左右），有一次开机居然还死机了。没有vga接口。屏幕反光大些。用料差些，看那单薄的电源线和插头就知道了。最大的糟点还是声音干巴刺耳，就好象音箱只装了高音而没有中低音喇叭，而且机器没有外接音箱口。当然一分钱一分货，也不好再多挑剔了。,负面
我是8号零点开始前两百名抢购49D的，其实8号凌晨两点之后的两天价格也都是2398，只是就没有专享大礼包了。买之前也对比过小米康佳雷鸟暴风等等品牌，最后从性价比上还是选择了微鲸。物流预约第二天下午送货的，简单验视后就签收了。因为是新房子用的，宽带还没接入，所以只能做通电测试，也暂时无法注册两年会员。先说说优点：外观还不错，金属底座；2G+16G，主流配置，播放4K影片流畅，快进不卡顿；利用蓝牙智能遥控器语音操作，识别率高，快捷实用，值得称赞。微鲸Live里面有不少4K资源，只是没注册会员暂不能观看，以后再追评吧。客服态度不错，有问必答。不足之处因为是国产硬屏，色彩的艳丽度不如进口屏；另外USB等外用接口数量偏少了些，使用上稍显不便。考虑到购买消费群的年龄段，在促销活动时，如果能赠送配套的游戏手柄，那么竞争力无疑会更强。总体好评，值得推荐!,负面
用了很多年的乐视，原计划是买乐视替换客厅电视。结果最近乐视在风口浪尖上，考虑到视频源还是个长期的服务，必须找一个更安全的选择于是尝试了微?。总体还是不错的，电影源基本都是vip免费，电视剧略坑，需要升级会员卡。好在我也不常看电视剧。接口只有2个HDMI和video，对老设备兼容不算太好，需要更新其他设备配合。底座还是蛮稳的，就是有点占地方。本机带的喇叭比较一般，不及原先的SONY也不及老的乐视S40。结果只能升级音响配合一下。,负面
这款电视没有同轴输出接口，客服一直告诉我有，搞得我用同轴线捣鼓了半天，音响还是没声音，最后只能找微鲸售后上门，确认没有同轴输出接口，只能用音频线输出。电视还算流畅，客服人员很有耐心，其他功能再用看看，有问题再追评,负面
电视不错，不过后悔了，担心内存小将来会跟手机一样卡！,负面
电视挺好的，暂时没什么问题，反应有点慢，内存加1g就完美了,负面
给我妈买的，颜色偏白吧，分辨率一般，觉得不是特细腻，不过这个价格也就这样了，上网也还行，内存小了些不是很快，总体肯定够用，希望能多坚持几年吧,负面
送货隔日到，日日就顺了！通电安装加钱一百人，开机时间有点长，视频切换转圆圈，不要说是网络，60电信网，系统还要加强，运行内存不高哦，够用，声音还可以，图像处理清楚。rnmmp.,负面
微鲸电视还是很不错的，6·18后一天买的，价格挺优惠一千七百一十六，一年会员，没有语音遥控器。屏幕挺好的，画面显示清晰，色彩很舒服，不过浓郁也不泛白。会员内容挺丰富的，想看的内容都有且都能正常播放，比如吐槽大会、中国新歌声都有。不过也有不足，比如处理器一般，GPU也一般，有些电视画面会有拖影，内存组合1GB+8GB，有点过时了，可能是内存小的原因系统偶尔会有卡顿。不过这个价格有这样的电视，我挺满意的，希望微鲸电视继续加油,负面
到手24小时，使用了几个小时。蓝牙遥控器配对出点问题，最终恢复出厂设置才好。优点目前没发现，或许电路设计会比其他品牌好一点。说点缺点吧，屏幕边框贴合度极差，色彩不讨喜，色温调整冷不冷，暖不暖，作为数码骨灰级的我来说颜色这块较差，音响效果不理想，和hifi完全不搭界，我是直接外接了2.1音响。遥控器因为是蓝牙的，所以遥控关机后必须按电视机背后的五键才能启动电视，这个设计有点逆天。hdr没看出什么效果，动态背光很鸡肋，目前个人使用已经关闭并且降低背光到50，开启动态背光的话画面忽明忽暗，细心的用户会比较反感，普通用户可能发现不了。整体画面效果比较失望，中肯评价，完毕,负面
画质还算可以，用电视盒看电视的话，画面会出现拖影现象，各位注意了！,负面
就说一个点，严重欺骗消费者。根本不支持HDR，只是能播放有HDR效果的视频罢了，没卵用，我是买来专门接PS4pro的，结果得了，白买。其他都还行，性价比是可以。,负面
前一天下订单，第二天就收到了，配送速度很快，送到后迫不及待的开箱试机，配置简单快捷，谈谈这一个星期的体验，优点：画面清晰，特别是高清的，看起来很舒服，送了一年的会员，里面很多电影和电视剧；缺点：看体育动态画面有拖影，还有声音音质真的非常一般，没有我去年买的那台好。当然这个价格做到这样子已经很不错了。总体性价比挺高的。,负面
微鲸电视还是很不错的，6·18后一天买的，价格挺优惠一千七百一十六，一年会员，没有语音遥控器。屏幕挺好的，画面显示清晰，色彩很舒服，不过浓郁也不泛白。会员内容挺丰富的，想看的内容都有且都能正常播放，比如吐槽大会、中国新歌声都有。不过也有不足，比如处理器一般，GPU也一般，有些电视画面会有拖影，内存组合1GB+8GB，有点过时了，可能是内存小的原因系统偶尔会有卡顿。不过这个价格有这样的电视，我挺满意的，希望微鲸电视继续加油,负面
系统整体速度不错，操作也比较简便，动态画面非常一般，拖影明显但勉强可以接受，不能接受的是马赛克现象实在太厉害了，非常影响观感,负面
新款49，大小刚好合适，没广告大爱，第二台了，性价比很高，就是音效弱了些，没有运动补偿。Wifi强大，配2年会员，开机就能马上看！语音功能识别清晰，期待大礼包上墙。不说了，一部手机钱能买到这个很满意…希望售后和配置一样强大,负面
暂时看还可以，虽然有点拖影，但还好吧，希望质量能很好，谢谢京东,负面
这个价钱还算可以，能看。动态表现一般，看球拖影还是有的，这个价位在这儿了，反正跟半年前6000入的某信表现差不多。无广告，自带ui反应也比较迅捷，遥控板很好用。希望用的时间能长久一点,负面
整体感觉还是不错的，画质也很好，不足有两点，第一内置视频和外接机顶盒切换声音不够智能，一个大一个小，第二点安装上第一天看高清卫视时有明显的拖影情况，但是后来这几天没有再出现过，说好不是好评，点出问题才是对商家负责，整体可以给9分,负面
999秒杀的，还不错，就是开机有点慢，画面质量一般。不错还是超值了。,负面
熬夜抢的，自己装了底座，应该没什么问题，清晰度一般。,负面
尺寸够大，性价比也高，画质清晰，唯一美中不足的是喇叭不尽人意，不像去年买的43的好，不过这个价钱能买到这样的机子已经很超值了 去年的43用的很称心，遥控器灵敏，简单操作，而且电视片源很多，而且这次49的可能是内存大了，明显电视反应要比43的快，有人说背光不均匀，开机那个蓝色确实有这种情况，但是完全不影响电视画面的,负面
从下单到到货，速度真是没活说了，摆在客厅大小也很合适，清晰度还将就吧，毕竟价格摆在那里，算是性价比很高了！总的来说很满意！,负面
第一次因小孩弄破了屏幕，没用一年，咨询客服屏得两千，比我电视还贵，最后九折换新，又掏了2300，经历了九九八十一难终于换成功了，退了1039.8元，这还很满意，唯一不满意，只能换43寸，等于我买了你家一个43寸比家家49寸都一样价。其实售后我也不是很满意，都经历了半个多月了。希望你们能调整售后和维修活动，别只限制只能买同款，要不然就是换屏（2000），两种方案我都不是很满意。质量画面清晰度其实我说还可以吧，比起大牌还是差点，为什么这么说呢？因为我在家0.5米外看还真有点模糊（没有近视），有点暗。还有你们跟微鲸公司还是两个不同公司，并不是微鲸公司的，应该属于授权，因为我打客服售后他们亲口说的。物流也很差，那天来了也是匆匆忙忙就走了，只是让我赶快检查屏幕，其它都是我自己安装，比起第一次的物流真的很差。,负面
电视比预计的要早一天送到，显示的效果不是很好，应用不多。刚开始用，目前还比较流畅，这个价位能买到这样的电视也算是不错了,负面
电视不清晰 不是4K的 售后服务也不好 特别伤眼睛 看这看这会卡 会有雪画点 人像也不清晰 售后也不给换 也不解决问题 哎 还是去实体店买有保障啊,负面
电视机不咋地，画质、音色都不好，服务态度也很差。 电视买了能有20天了，到现在发票还没给我开出来，说是财务统一开发票，一问就是正在沟通中，请耐心等待。不知道要我等到什么时候，需要买电视机的朋友，不要轻易相信这家店，购买别的牌子好了，有种被欺骗的感觉。,负面
电视屏幕一般，稍微斜着看，就看不清楚了，反光太厉害。会员也没有什么用，啥都看不了，要看影片还需要购买高级会员，赠送的会员一点用都没有。价格就更不用说了，短短几天降了几乎500元。不建议大家在这里购买，价格浮动太大，消费者完全没有保障。电视质量也不好，而且现在很多智能电视都自带有线电视的app或者频道，这个微鲸只有自己的频道，上面内容少的可怜，几乎没得看。还有，就是这个电视的价格，大家一定要看清楚了，浮动的这么厉害，也不知道品质能不能得到保障，还是建议买大品牌，不要买这种小品牌了，再加上这家店是代销店，价格补差都补不了的，大家记得看好官方店再购买。 赠送的遥控器和挂架，也是要催了才给发的。不去催，它就不给登记，不登记就不会发的。 申请售后，说重新拍也被拒绝了，这次就算倒霉了，两台电视损失了1000元，以后再也不会买微鲸的东西了，微信朋友圈上也跟大家讲讲这个品牌的事迹，和极差的市场运作。 体验极差，以后再也不会买微鲸的东西了。服务不好。,负面
电视虽然是抢到的 但是看着屏幕不行 太花了清晰度不行 价格也低 凑合看吧,负面
电视小了点，电视清晰度还可以呀，只要在1.5米到2.2米之间观看即可。远了显得小 ；近了分辨率不够，很粗糙,负面
感觉还可以，晚上七点有新闻联播，其他直播看不了客服说要下载小鹰直播软件，画质不是很清晰不知道是不是网络问题，我的是一百兆长城宽带,负面
给我妈买的，颜色偏白吧，分辨率一般，觉得不是特细腻，不过这个价格也就这样了，上网也还行，内存小了些不是很快，总体肯定够用，希望能多坚持几年吧,负面
还不错，对比小米电视，菜单的反应速度和应用安装运行都算优秀，不过当晚装了一大堆应用后假死过一次机，按键无反应卡了一会儿才恢复，另外投屏，声音和wifi链接速度不错。可能只有720p吧，靠近了看效果就一般般了,负面
画质非常差，开机动画都能看到颗粒，打开菜单的响应速度也挺慢的，像个用了几年的老爷机，看不出智能电视应该有的样子。安装个别APP平台，无法播放视频，售后也说不出所以然，就发了几句“我们解码功能强大xxx”广告词，不解决问题。太麻烦了我就不退了，但是以后看到这个牌子都会绕道，也会告诫身边人不要碰这个牌子。 客服像个冷冰冰的机器，对退货流程不熟悉，叫我打客服电话问。我打电话，那边让我到天猫客服问，被踢皮球。说不清楚100元体验费和退货费的区别，说不清楚退货是上门收件还是自己寄件。,负面
就价格便宜吧 分辨率低 一分价钱一分货,负面
巨坑！上个月买的2800 现在跌到2700 还有满1000减50元 坑！电视机质量也不好，画面不清晰。本来想退货告知已经超7天 真是后悔死了！,负面
开机就看得出来色彩不均匀，开机反应速度确实比较慢，和我家另外一台55寸的乐视比，清晰度确实太差了，4K的还不如乐视1080P的片源画质好，电视做工也非常的差，面板四周的这一圈不知道是塑料还是什么材质的东西，离液晶面板空隙不均匀，显得档次非常的低，售后退货也很麻烦，如果要退货需要先预约技师上门，检测好以后才能退，非常的麻烦，像我这种一个月在家住两天的，根本没时间周旋,负面
老实说 与想象的差距很大 画质可以用烂来形容 适合要求不高的吧 背光不均匀 背光有竖痕的感觉 升级版漏光吧、、可是价格真的很低了 而且里面的内容比我买的爱奇艺会员的内容还要多的多 这点值得点赞 说300的vip 真的很值这个价！,负面
清晰度真的很一般，懒得退了,负面
商品和所描述的分辨率稍差一点。不过这价位也不错了。,负面
送货速度快，刚刚装好，声音效果不好，屏幕显示效果一般,负面
体验几天说下电视机后背是塑料的有点厚不厚薄，支架不够稳固，稍微碰到估计会倒，没有安全感，还有画面清晰度一般，四个角都有漏光现象，还有发现一个问题看电视快进的时候有点卡顿，卡顿会显示黑暗色 过几秒才恢复正常画面，反应不够灵敏，偶尔卡顿，有时候看电视会看到画面有点晃动的感觉，跟我买的乐视差了许多，价格多了几百而已，乐视各方面比微鲸都好些，微鲸2898买的，天天关注这个价格，这个电视电视价格经常变动，比这个价格还低的话估计心都碎嘞，?，……哎，总之希望电视能耐用些吧,负面
听说是LGips硬屏才想购买，没想到给我想象滴有差距，硬屏滴像素清晰度一般，只能说一分钱一分货，其它都还好，功能挺多,负面
无语了 不能差评 我也没办法 首先 我只有一天有空 我叫客服星期六发 等了一星期 只有快递 也不提前告诉我要提前预约 预约的话又得等 快递也不脱鞋 不脱鞋也就算了 直接踩脏我的地毯 电视不是我拍糊了 是真的不怎么高清 我之前是看评论说颜色不错 比夏普好 我就选了微鲸 然后就开始后悔 底座是我自己装的 第二个客服告诉我底座字母有左右之分 我说字母在哪我没看见 然后他，就不知道 等了半天告诉我 她记错了没有底座 能不能专业一点 最后效果还这么不满意 我的幸福感都没了,负面
物流挺快的，第二天就送到了。电视还可以，就是分辨率不是很好，其他都还行,负面
系统整体速度不错，操作也比较简便，动态画面非常一般，拖影明显但勉强可以接受，不能接受的是马赛克现象实在太厉害了，非常影响观感,负面
一般，画质不是太很好，声音可以,负面
用了一周，效果不错，清晰度有待提高,负面
这个总开关在电视机的右下角，不能用遥控器关，这点不是很好。语音点播功能试了下还不错，挺精准。看户外节目是感觉画质不是很清晰，颜色有点艳，其他暂时还没发现什么，价格很便宜，希望质量能有保证,负面
这个最重要的显示屏不很好，是京东方的，没仔细看，大意了！！！去年50寸的还可以。缺点： 1、图像不是很清晰； 2、音箱系统音质太差； 3、播放影片时不时有卡顿。 4、商家说的纤薄机身仅仅只是一条边框，电视机根本不纤薄！ 别的目前还行。,负面
真是会营商的商家，刚买回来就掉价，合着是忽悠消费者，之前买的觉的还行，所以才又买了一台，没想到效果不怎样，运转又慢还掉价(ToT)/~~~还高清呢……都看不清图像,负面
主要是清晰度不是很好，不过对得起这个价格，物有所值,负面
最差的一次购物，电视机清晰度很差，而且售后和物流也不行。最不满意的就是他们的物流，找物流公司之前不能先网上百度一下信用吗？网上一片说他们家物流差的声音。而且明明没有到我的收货地，也没打电话，说是联系我才没有配送。物流图能说明一切。申请退款还不给退。,负面
差评，差评，支架都没有，蓝牙遥控器也没有，原来写的蛮好，坑人，而且质量也不是很好，色彩不好。,负面
到手24小时，使用了几个小时。蓝牙遥控器配对出点问题，最终恢复出厂设置才好。优点目前没发现，或许电路设计会比其他品牌好一点。说点缺点吧，屏幕边框贴合度极差，色彩不讨喜，色温调整冷不冷，暖不暖，作为数码骨灰级的我来说颜色这块较差，音响效果不理想，和hifi完全不搭界，我是直接外接了2.1音响。遥控器因为是蓝牙的，所以遥控关机后必须按电视机背后的五键才能启动电视，这个设计有点逆天。hdr没看出什么效果，动态背光很鸡肋，目前个人使用已经关闭并且降低背光到50，开启动态背光的话画面忽明忽暗，细心的用户会比较反感，普通用户可能发现不了。整体画面效果比较失望，中肯评价，完毕,负面
电视不错，屏幕有点暗，全黑时有点漏光,负面
很不错，画面效果基本满足需求，有点偏亮色彩浓重，618买的价格划算性价比高,负面
画面不够鲜艳，屏幕是RGBW的lj伪4k屏幕。到了半路才发现懒得换。会员两个档次很烦。开机广告还没出来 希望不要太长,负面
看了好几天感觉网络越来越不好，缓冲要好久，屏幕讲真确实不清晰，明明显示蓝光还那么模糊,负面
拿到以后感觉还挺小的。颜色太鲜艳了，对眼睛不好，怎么调都不太舒服，望改进,负面
我是8号零点开始前两百名抢购49D的，其实8号凌晨两点之后的两天价格也都是2398，只是就没有专享大礼包了。买之前也对比过小米康佳雷鸟暴风等等品牌，最后从性价比上还是选择了微鲸。物流预约第二天下午送货的，简单验视后就签收了。因为是新房子用的，宽带还没接入，所以只能做通电测试，也暂时无法注册两年会员。先说说优点：外观还不错，金属底座；2G+16G，主流配置，播放4K影片流畅，快进不卡顿；利用蓝牙智能遥控器语音操作，识别率高，快捷实用，值得称赞。微鲸Live里面有不少4K资源，只是没注册会员暂不能观看，以后再追评吧。客服态度不错，有问必答。不足之处因为是国产硬屏，色彩的艳丽度不如进口屏；另外USB等外用接口数量偏少了些，使用上稍显不便。考虑到购买消费群的年龄段，在促销活动时，如果能赠送配套的游戏手柄，那么竞争力无疑会更强。总体好评，值得推荐!,负面
这个总开关在电视机的右下角，不能用遥控器关，这点不是很好。语音点播功能试了下还不错，挺精准。看户外节目是感觉画质不是很清晰，颜色有点艳，其他暂时还没发现什么，价格很便宜，希望质量能有保证,负面
这款电视比想象中的要好，做工也没什么瑕疵，系统反应快，但唯一不足就是电视的颜色不够自然，鲜艳，而且播放模拟信号方面比较一般，但总体上性价比还是很高的。,负面
7月28号订货，潮州缺货，预估8月2曰送，没问题，还没收到货，8月8日又做活动，联系客服申请价保，相差150元，客服同意返100元，然后送个挂架，OK了，就等挂架及返100元现金，但说实话，实惠，对比原来的kktv(有运动补偿)内存2加16是好点，更流畅，屏幕漏光控制更好，但色彩还是有差点，偏黄，但清晰度不错，京东方国产的屏跟LG的差距不大，最少漏光方面更好，说实在，买这电视不后悔，平民的选择。,负面
给我妈买的，颜色偏白吧，分辨率一般，觉得不是特细腻，不过这个价格也就这样了，上网也还行，内存小了些不是很快，总体肯定够用，希望能多坚持几年吧,负面
商品如期到货，同时也网购了一个壁挂架，自己动手挂在了墙上，这款机器是金属边框的智能点播电视，观影感受还不错，目前仅发现panel 淡蓝色画面下有点泛白，这款在相同价位下性价比较高，4G DDR 加 16G EMMC，总体满意。,负面
声音非常差，就像手机发出的声音，该高亮的地方显示有点暗，性价比还是比较高,负面
这电视机色彩太暗了，太失真了，颜色都不对。本来想把家里的夏普电视机换掉的，结果太失望了，而且才买一天就降价了！太寒心。,负面
差评，差评，支架都没有，蓝牙遥控器也没有，原来写的蛮好，坑人，而且质量也不是很好，色彩不好。,负面
电视刚收到感觉好大，还没有链接网络，色彩不错，没有挂架，放底座上摇摇晃晃感觉不稳，联网后再评价,负面
体验几天说下电视机后背是塑料的有点厚不厚薄，支架不够稳固，稍微碰到估计会倒，没有安全感，还有画面清晰度一般，四个角都有漏光现象，还有发现一个问题看电视快进的时候有点卡顿，卡顿会显示黑暗色 过几秒才恢复正常画面，反应不够灵敏，偶尔卡顿，有时候看电视会看到画面有点晃动的感觉，跟我买的乐视差了许多，价格多了几百而已，乐视各方面比微鲸都好些，微鲸2898买的，天天关注这个价格，这个电视电视价格经常变动，比这个价格还低的话估计心都碎嘞，?，……哎，总之希望电视能耐用些吧,负面
我的第二台微鲸彩电。 微鲸是一个比较小众的互联网品牌，它没有像乐视小米那么热，但是在配置、质量丝毫不弱。 送货比较及时，还有开机通电。 出乎意料的是55寸彩电的重量其实很轻，外观不属于极致轻薄，但也没有很耐看，接口够用 支架安装很简单，但是有点摇晃，这一点是有点不足的。 第一次开机之后它会自动升级系统，系统界面简洁，没有太多的广告，这点比乐视小米都还好。色彩不错，但是音响让我有点小失望，貌似比我上一台的微鲸有所退步。 还有几个小的问题，播放器不能够在线下载字幕，也不能够调节字幕的字体大小，不解；油管安装之后，似乎不能登录账号。 总的评价是物超所值，比较满意，尤其是没有那么多广告。,负面
先给京东的物流点个赞，虽然在小县城，不过3天就收到货了，电视很漂亮，很薄，价格给力，配置很高，色彩也不错，很超值，开机很快，内存是2GB可能有点小，不过考虑到价格，也还是能接受的，底座有点不稳,负面
先赞一个京东快递，第二天就送到了，快递小哥搬上楼还给底座装好通电设置好了才走，棒棒的，再来说电视吧，色彩还是挺好的，设置比较简单，界面和电视猫的界面一样，性价比很高，也有缺点比如开机速度有点点慢，电视的音效不怎么样，底座装好后还是有点晃，建议还是买挂架给你们看看电视腿，买的时候到处找不到图,负面
刚开机看了，看起来很不错，没有坏点，现在55寸电视也是微鲸最便宜了，而且也很好用，就是没有hdmi线，会员很坑，员299，钻石会员要499,负面
第一次收到货后，发现屏幕坏点，然后申请换货，前前后后经历了近十天，客服中间效率很低，只会说已经反馈或者已经申请了，好在很多天过去后，售后主动联系说要封箱然后才可以发货，封箱后第二天就收到电视，对着点还算满意，但是中间耗费了很多时间，本来很简单的事，非要拖这么久。 说一下电视吧，屏幕质量一般，只能说勉强对得起这个价格，整体做工还需要改进。 资源上，基本上都是腾讯的，并不丰富！经常感觉还是切换到机顶盒看联通iptv好了！ 软件上出现一次进去点播时突然黑屏问题，长时间都不能恢复，也没有反应，只能断电重启。 ps今天发现u盘识别问题，插着U盘开机后，发现插拔后再也不能识别U盘！ 再说说物流吧，日日顺物流是非常快的，验货时配送师傅都比较着急。,负面
电视和描述的一样，画质比较清楚。就是遥控器与电视连接蓝牙的时候费了不少周折，还好，都是小插曲。弱弱的问一句，你们的遥控器和电视连接蓝牙的时候好连接么？希望以后能一切顺心！后期我再追评哈！,负面
物流不错，约定时间前到达，一直等我们回来，给个赞。电视拆箱后用纯色图片测过，没有坏点，匹配遥控器时经常失败，后跟客服联系后切换成系统二匹配成功，进入系统后简单操作了下，非常人性化，只是应用市场应用太少，后来手机下载了个沙发管家给同步上去了。画面给力，2m的观看距离选尺寸也很合适~,负面
电视机比较轻，没有说明书，还行吧,负面
电视收到了 发货很快 第二天就到了 预约上门调试态度不好 自己安装好了 目前观看没有问题 但是没有说明书 遥控器和会员卡并没有一次送到 整体物有所值吧,负面
根本就没有语音遥控功能 详细的说明书也没有,负面
还不错挺大的 就是好像没有带使用说明书不过也无所谓,负面
几千块钱的东西连个使用说明书都没有，问店铺售后要一个电子版的也没有还喊我自己看教程，不知道315管不管这个事，说实话电视看到第一感觉还是不错,负面
听说微鲸电视不错，买了台49寸的！内容丰富！物流质量送家！就是有点慢！不过遥控器一直连接不上，按照说明书的连接方法也不行，不知道是不是操作问题！,负面
"用了一天体验：1.清晰，流畅，操作简单.2.外观简洁大方，轻薄时尚。3.接口丰富，而且机器还可以使用airplay连接移动设备，体验一下，比较流畅。4.语音互交功能可以使用，不过效果一般。5.应用可用的比较少(不知道是不是可以使用存储卡安装第三方应用)。6.说明书太简陋，功能需要自己摸索(探索中)。7.第一次开机5分钟左右，第二次半分钟(还没试第三次)。8.看球时画面比较清楚，有轻微托影(小遗憾，毕竟我看电视主演就是体育)，体育资源不是狠丰富(我没找到西甲,有点吹毛求疵了，还不知道其它能不能看直播)。总体感觉：因为我对电视的要求不高，主演看球，一天体验，感觉还是买到了自己想要的电视,这个价位来说比较值。微鲸作为年轻的互联网电视来说是比较用心的，一些小细节希望还需努力用心！最后要说京东物流，转天上午送达，给力！",负面
　　本人于2016年12月份通过京东购入微鲸43K1J电视机一台，本来一直使用的好好的，使用下来的感觉也很好，因此最近新房装修结束也准备所有电视机都够买微鲸电视，但是最近遥控器开始出问题了，让我对微鲸有了怀疑。具体情况：1、通过遥控器关闭电视机后，再关闭电源，下次打开电视机电源，因为电视机是待机状态，只能靠遥控器开机（这个时候微鲸助手是没法链接电视机的），最关键的时候遥控器十有八九是没用的，根本没法开机。解决方案：不停的开关电源，不停的按遥控器开机按钮，运气好的话，几次就能暂时开机，运气不好，一晚上都没法开机！终极解决方案：千万不能遥控待机，直接切断电源，这样下次开机后，就算遥控器没用，也能靠手机上的微鲸助手遥控！到了冬天，你也必须从被窝里面爬出来关电源，想想都难受。2、开机后，遥控器一会能用，一会不能用，像抽风似的。基本只能靠手机微鲸助手来遥控，但是，你接个电话，要重新链接！你收发个微信，必须重新链接！我用的是苹果手机，不知道安卓手机有没有这个毛病！刚刚进入论坛，看到大家普遍反应遥控器有问题，这点小事情微鲸一直都处理不好？这就是微鲸的态度？看来下次购买电视机只能选择其他品牌了！,负面
　　我是8月8日在淘宝官方旗舰店买的微鲸电视49D2U3000电视，8月10号收到电视后，发现遥控器连接不上电视，当天晚上打客服电话，登记了信息，客服说会个我重新发一个新的遥控器，现在已经8月14日了一直没收到新遥控器，淘宝客服和售后电话也都一问三不知，相互推脱。请问这个新发的遥控器什么时候能发送？物流怎么查？,负面
不错，效果挺好，音质也不错，操作简单，就是听说遥控器愿意坏，我同事家的遥控器就坏了，不过店家同意免费调换，客服挺热情，就是总是有上句没下句。,负面
差评，差评，支架都没有，蓝牙遥控器也没有，原来写的蛮好，坑人，而且质量也不是很好，色彩不好。,负面
差评骗人明明说有语音蓝牙遥控器，到家后发现不是蓝牙遥控器,负面
产品本身什么都满意，就是有几点：1.开机贼慢 2.内置应用商店的应用少的可怜 3.影视资源也不算多 4.遥控器比较寒碜都没有带滑滚 5.厂家的客服不咋地，一个互联网企业问点小问题都不专业怎么立足！,负面
